QueryNumber;List
00028;[1105, '00863', 0.0]
00028;[1106, '00867', 0.0]
00028;[1107, '00957', 0.0]
00028;[1108, '01052', 0.0]
00028;[1109, '01128', 0.0]
00028;[1110, '01133', 0.0]
00028;[1111, '01148', 0.0]
00028;[1112, '00042', 0.0]
00028;[1113, '00086', 0.0]
00028;[1114, '00136', 0.0]
00028;[1115, '00149', 0.0]
00028;[1116, '00224', 0.0]
00028;[1117, '00263', 0.0]
00028;[1118, '00269', 0.0]
00028;[1119, '00288', 0.0]
00028;[1120, '00296', 0.0]
00028;[1121, '00310', 0.0]
00028;[1122, '00389', 0.0]
00028;[1123, '00449', 0.0]
00028;[1124, '00584', 0.0]
00028;[1125, '00651', 0.0]
00028;[1126, '00677', 0.0]
00028;[1127, '00711', 0.0]
00028;[1128, '00734', 0.0]
00028;[1129, '00775', 0.0]
00028;[1130, '00793', 0.0]
00028;[1131, '00826', 0.0]
00028;[1132, '00892', 0.0]
00028;[1133, '00904', 0.0]
00028;[1134, '00928', 0.0]
00028;[1135, '00994', 0.0]
00028;[1136, '01051', 0.0]
00028;[1137, '01075', 0.0]
00028;[1138, '01082', 0.0]
00028;[1139, '01119', 0.0]
00028;[1140, '01138', 0.0]
00028;[1141, '01218', 0.0]
00028;[1142, '01092', 0.0]
00028;[1143, '00033', 0.0]
00028;[1144, '00120', 0.0]
00028;[1145, '00162', 0.0]
00028;[1146, '00515', 0.0]
00028;[1147, '01004', 0.0]
00028;[1148, '01213', 0.0]
00028;[1149, '00005', 0.0]
00028;[1150, '00124', 0.0]
00028;[1151, '00670', 0.0]
00028;[1152, '00947', 0.0]
00028;[1153, '01041', 0.0]
00028;[1154, '00334', 0.0]
00028;[1155, '00360', 0.0]
00028;[1156, '00428', 0.0]
00028;[1157, '00544', 0.0]
00028;[1158, '00617', 0.0]
00028;[1159, '00774', 0.0]
00028;[1160, '00866', 0.0]
00028;[1161, '01098', 0.0]
00028;[1162, '01229', 0.0]
00028;[1163, '00114', 0.0]
00028;[1164, '00423', 0.0]
00028;[1165, '00529', 0.0]
00028;[1166, '00943', 0.0]
00028;[1167, '00723', 0.0]
00028;[1168, '00699', 0.0]
00028;[1169, '01122', 0.0]
00028;[1170, '00547', 0.0]
00028;[1171, '00581', 0.0]
00028;[1172, '00996', 0.0]
00028;[1173, '01045', 0.0]
00028;[1174, '01123', 0.0]
00028;[1175, '00792', 0.0]
00028;[1176, '00087', 0.0]
00028;[1177, '00241', 0.0]
00028;[1178, '00450', 0.0]
00028;[1179, '00642', 0.0]
00028;[1180, '00131', 0.0]
00028;[1181, '00203', 0.0]
00028;[1182, '00378', 0.0]
00028;[1183, '00516', 0.0]
00028;[1184, '00641', 0.0]
00028;[1185, '00666', 0.0]
00028;[1186, '00035', 0.0]
00028;[1187, '00399', 0.0]
00028;[1188, '01153', 0.0]
00028;[1189, '00180', 0.0]
00028;[1190, '00060', 0.0]
00028;[1191, '00309', 0.0]
00028;[1192, '00046', 0.0]
00028;[1193, '00476', 0.0]
00028;[1194, '00257', 0.0]
00028;[1195, '00142', 0.0]
00028;[1196, '01221', 0.0]
00028;[1197, '01087', 0.0]
00028;[1198, '00171', 0.0]
00028;[1199, '00549', 0.0]
00028;[1200, '00596', 0.0]
00028;[1201, '00810', 0.0]
00028;[1202, '00909', 0.0]
00028;[1203, '00330', 0.0]
00028;[1204, '00537', 0.0]
00028;[1205, '00580', 0.0]
00028;[1206, '00620', 0.0]
00028;[1207, '00353', 0.0]
00028;[1208, '00799', 0.0]
00028;[1209, '00637', 0.0]
00028;[1210, '00701', 0.0]
00028;[1211, '00908', 0.0]
00028;[1212, '00117', 0.0]
00028;[1213, '01011', 0.0]
00028;[1214, '00940', 0.0]
00028;[1215, '00558', 0.0]
00029;[1, '00687', 0.2514829458320042]
00029;[2, '00665', 0.18373875246573623]
00029;[3, '00230', 0.1673770687453695]
00029;[4, '00107', 0.13744082451985043]
00029;[5, '01214', 0.1245322091345113]
00029;[6, '00799', 0.11854400347081291]
00029;[7, '00398', 0.11371338749784729]
00029;[8, '01224', 0.10927281740615644]
00029;[9, '00956', 0.10680089955141386]
00029;[10, '00240', 0.09628573998117605]
00029;[11, '01192', 0.08731538403492782]
00029;[12, '00297', 0.08665334540116894]
00029;[13, '00484', 0.08623696908561608]
00029;[14, '00352', 0.08590073465731644]
00029;[15, '00832', 0.08400449201472668]
00029;[16, '00262', 0.08025938860847566]
00029;[17, '00436', 0.08005673993671084]
00029;[18, '00215', 0.07974320829718103]
00029;[19, '00406', 0.07926074647113909]
00029;[20, '00611', 0.07805807545296164]
00029;[21, '00468', 0.07522383588168727]
00029;[22, '00957', 0.07444047870892946]
00029;[23, '00975', 0.07398364257915326]
00029;[24, '01062', 0.07320400494847726]
00029;[25, '00351', 0.0730467105677784]
00029;[26, '00432', 0.07254264216139195]
00029;[27, '00720', 0.07203794155439207]
00029;[28, '00279', 0.07106044083053141]
00029;[29, '00505', 0.0707411753349783]
00029;[30, '00022', 0.07045734397784396]
00029;[31, '00032', 0.06982916221062616]
00029;[32, '00768', 0.06639445897548699]
00029;[33, '00808', 0.06598975043339655]
00029;[34, '00598', 0.06320626524485645]
00029;[35, '00322', 0.06275956731367786]
00029;[36, '01204', 0.06257887868854851]
00029;[37, '00477', 0.0622239404350124]
00029;[38, '00854', 0.062116603928579185]
00029;[39, '00260', 0.0599263172370022]
00029;[40, '00610', 0.059051858619603076]
00029;[41, '00828', 0.05890802868430272]
00029;[42, '00316', 0.05821830170027741]
00029;[43, '00353', 0.058067426890130495]
00029;[44, '01222', 0.057780507653333195]
00029;[45, '00156', 0.05625408874915596]
00029;[46, '00562', 0.05244806676193257]
00029;[47, '00979', 0.051663946332135925]
00029;[48, '00258', 0.05153106679691937]
00029;[49, '00007', 0.05119034195156174]
00029;[50, '00980', 0.05038770772258211]
00029;[51, '00682', 0.04980577800193863]
00029;[52, '00317', 0.04974313742934472]
00029;[53, '00935', 0.048761408679687694]
00029;[54, '00650', 0.04747415279672971]
00029;[55, '01013', 0.045614058614319164]
00029;[56, '00180', 0.04365428585521591]
00029;[57, '00013', 0.0434677129501675]
00029;[58, '01239', 0.043407377975149514]
00029;[59, '00817', 0.0431216732594254]
00029;[60, '00422', 0.041766073718782874]
00029;[61, '00386', 0.041210989043849296]
00029;[62, '01033', 0.04109511420649665]
00029;[63, '00532', 0.04097334285115095]
00029;[64, '00104', 0.04067430406392707]
00029;[65, '00915', 0.03942130956654666]
00029;[66, '00788', 0.03922086115848217]
00029;[67, '00333', 0.039161880285091905]
00029;[68, '01200', 0.038410292042749615]
00029;[69, '00944', 0.03817227567777828]
00029;[70, '00362', 0.037945158627854754]
00029;[71, '01207', 0.037909728742172966]
00029;[72, '00690', 0.03759503655192698]
00029;[73, '00372', 0.03743852787779523]
00029;[74, '00636', 0.03727454098470015]
00029;[75, '00821', 0.03672431120690994]
00029;[76, '01106', 0.03639122900518119]
00029;[77, '00891', 0.0356009792577834]
00029;[78, '00169', 0.035577893849796934]
00029;[79, '01198', 0.03541287867069047]
00029;[80, '00549', 0.03528470387063543]
00029;[81, '00133', 0.035094194971199366]
00029;[82, '00912', 0.0344488525423479]
00029;[83, '00244', 0.03441990866178905]
00029;[84, '00345', 0.034251215203571946]
00029;[85, '00442', 0.03360146972315098]
00029;[86, '00716', 0.033512400314063606]
00029;[87, '00190', 0.033393652247876916]
00029;[88, '00875', 0.0333286842994981]
00029;[89, '00741', 0.03293912768413442]
00029;[90, '00516', 0.03240335633099821]
00029;[91, '01091', 0.03236946016350211]
00029;[92, '00087', 0.03188667541001675]
00029;[93, '00570', 0.0316193763723702]
00029;[94, '00848', 0.0313253317991049]
00029;[95, '00267', 0.03029357242564799]
00029;[96, '00548', 0.029664577593984675]
00029;[97, '00134', 0.029618546609323382]
00029;[98, '00638', 0.029181079097546095]
00029;[99, '00268', 0.029132766926338448]
00029;[100, '00401', 0.029127540911209657]
00029;[101, '00135', 0.028702388228939356]
00029;[102, '00550', 0.0286578046822903]
00029;[103, '01237', 0.028630086921708393]
00029;[104, '01152', 0.02851238771394808]
00029;[105, '00429', 0.028478252131087366]
00029;[106, '00794', 0.02843058370269567]
00029;[107, '00798', 0.027704199503908247]
00029;[108, '00060', 0.02761009639875648]
00029;[109, '01076', 0.027524581623598093]
00029;[110, '00498', 0.027467587281517568]
00029;[111, '00102', 0.02726658818453158]
00029;[112, '00286', 0.02707194373149092]
00029;[113, '00081', 0.026966566338692953]
00029;[114, '00392', 0.02685071795985549]
00029;[115, '00417', 0.02684056627064815]
00029;[116, '00681', 0.026298257092638735]
00029;[117, '00992', 0.026050228121794538]
00029;[118, '00067', 0.025715877977331613]
00029;[119, '00179', 0.025619504033569666]
00029;[120, '00114', 0.02542696699622639]
00029;[121, '00106', 0.024905622152975655]
00029;[122, '00325', 0.024808321005556307]
00029;[123, '00496', 0.024772684895818603]
00029;[124, '01185', 0.024771709591159305]
00029;[125, '00559', 0.024755336307651518]
00029;[126, '00519', 0.024291246708012002]
00029;[127, '00986', 0.023845734000888363]
00029;[128, '00781', 0.023821005842584644]
00029;[129, '00098', 0.023631809619629008]
00029;[130, '01156', 0.02346805548861517]
00029;[131, '00678', 0.023082928653703053]
00029;[132, '00982', 0.023080564013403727]
00029;[133, '00410', 0.022589486013161495]
00029;[134, '00751', 0.022435337645135698]
00029;[135, '01143', 0.021983808670207945]
00029;[136, '00511', 0.021948992150530144]
00029;[137, '00646', 0.021715087461227682]
00029;[138, '00370', 0.021469026938836185]
00029;[139, '00757', 0.021035085120887455]
00029;[140, '00803', 0.020467592332256642]
00029;[141, '00800', 0.019879006220342884]
00029;[142, '01157', 0.01981168216339553]
00029;[143, '00860', 0.01958981614635597]
00029;[144, '00779', 0.01846965778342379]
00029;[145, '00348', 0.01729286799857847]
00029;[146, '00360', 0.017292486605207474]
00029;[147, '00303', 0.017183493767921724]
00029;[148, '00953', 0.01680848279058852]
00029;[149, '00748', 0.01654079274665679]
00029;[150, '01045', 0.016443867098870565]
00029;[151, '01092', 0.01596360296983326]
00029;[152, '00278', 0.015874230391659402]
00029;[153, '01199', 0.015176979625997962]
00029;[154, '00306', 0.014780053518469505]
00029;[155, '01197', 0.01224905799192807]
00029;[156, '00001', 0.0]
00029;[157, '00006', 0.0]
00029;[158, '00019', 0.0]
00029;[159, '00024', 0.0]
00029;[160, '00030', 0.0]
00029;[161, '00047', 0.0]
00029;[162, '00052', 0.0]
00029;[163, '00054', 0.0]
00029;[164, '00062', 0.0]
00029;[165, '00065', 0.0]
00029;[166, '00068', 0.0]
00029;[167, '00074', 0.0]
00029;[168, '00078', 0.0]
00029;[169, '00080', 0.0]
00029;[170, '00084', 0.0]
00029;[171, '00088', 0.0]
00029;[172, '00121', 0.0]
00029;[173, '00137', 0.0]
00029;[174, '00141', 0.0]
00029;[175, '00145', 0.0]
00029;[176, '00147', 0.0]
00029;[177, '00154', 0.0]
00029;[178, '00157', 0.0]
00029;[179, '00161', 0.0]
00029;[180, '00181', 0.0]
00029;[181, '00185', 0.0]
00029;[182, '00204', 0.0]
00029;[183, '00205', 0.0]
00029;[184, '00217', 0.0]
00029;[185, '00221', 0.0]
00029;[186, '00223', 0.0]
00029;[187, '00231', 0.0]
00029;[188, '00232', 0.0]
00029;[189, '00238', 0.0]
00029;[190, '00242', 0.0]
00029;[191, '00253', 0.0]
00029;[192, '00259', 0.0]
00029;[193, '00272', 0.0]
00029;[194, '00284', 0.0]
00029;[195, '00313', 0.0]
00029;[196, '00323', 0.0]
00029;[197, '00346', 0.0]
00029;[198, '00349', 0.0]
00029;[199, '00355', 0.0]
00029;[200, '00356', 0.0]
00029;[201, '00357', 0.0]
00029;[202, '00358', 0.0]
00029;[203, '00366', 0.0]
00029;[204, '00373', 0.0]
00029;[205, '00375', 0.0]
00029;[206, '00400', 0.0]
00029;[207, '00411', 0.0]
00029;[208, '00412', 0.0]
00029;[209, '00421', 0.0]
00029;[210, '00426', 0.0]
00029;[211, '00440', 0.0]
00029;[212, '00455', 0.0]
00029;[213, '00462', 0.0]
00029;[214, '00463', 0.0]
00029;[215, '00471', 0.0]
00029;[216, '00523', 0.0]
00029;[217, '00526', 0.0]
00029;[218, '00528', 0.0]
00029;[219, '00530', 0.0]
00029;[220, '00536', 0.0]
00029;[221, '00545', 0.0]
00029;[222, '00546', 0.0]
00029;[223, '00555', 0.0]
00029;[224, '00577', 0.0]
00029;[225, '00587', 0.0]
00029;[226, '00588', 0.0]
00029;[227, '00593', 0.0]
00029;[228, '00597', 0.0]
00029;[229, '00604', 0.0]
00029;[230, '00625', 0.0]
00029;[231, '00631', 0.0]
00029;[232, '00635', 0.0]
00029;[233, '00639', 0.0]
00029;[234, '00645', 0.0]
00029;[235, '00661', 0.0]
00029;[236, '00662', 0.0]
00029;[237, '00663', 0.0]
00029;[238, '00668', 0.0]
00029;[239, '00679', 0.0]
00029;[240, '00686', 0.0]
00029;[241, '00689', 0.0]
00029;[242, '00691', 0.0]
00029;[243, '00700', 0.0]
00029;[244, '00702', 0.0]
00029;[245, '00737', 0.0]
00029;[246, '00740', 0.0]
00029;[247, '00742', 0.0]
00029;[248, '00743', 0.0]
00029;[249, '00746', 0.0]
00029;[250, '00750', 0.0]
00029;[251, '00753', 0.0]
00029;[252, '00758', 0.0]
00029;[253, '00780', 0.0]
00029;[254, '00790', 0.0]
00029;[255, '00807', 0.0]
00029;[256, '00809', 0.0]
00029;[257, '00811', 0.0]
00029;[258, '00812', 0.0]
00029;[259, '00813', 0.0]
00029;[260, '00831', 0.0]
00029;[261, '00859', 0.0]
00029;[262, '00865', 0.0]
00029;[263, '00874', 0.0]
00029;[264, '00876', 0.0]
00029;[265, '00878', 0.0]
00029;[266, '00890', 0.0]
00029;[267, '00895', 0.0]
00029;[268, '00896', 0.0]
00029;[269, '00946', 0.0]
00029;[270, '00955', 0.0]
00029;[271, '00958', 0.0]
00029;[272, '00959', 0.0]
00029;[273, '00961', 0.0]
00029;[274, '00967', 0.0]
00029;[275, '00971', 0.0]
00029;[276, '00976', 0.0]
00029;[277, '00988', 0.0]
00029;[278, '01003', 0.0]
00029;[279, '01006', 0.0]
00029;[280, '01016', 0.0]
00029;[281, '01025', 0.0]
00029;[282, '01054', 0.0]
00029;[283, '01060', 0.0]
00029;[284, '01078', 0.0]
00029;[285, '01101', 0.0]
00029;[286, '01107', 0.0]
00029;[287, '01116', 0.0]
00029;[288, '01117', 0.0]
00029;[289, '01120', 0.0]
00029;[290, '01121', 0.0]
00029;[291, '01127', 0.0]
00029;[292, '01130', 0.0]
00029;[293, '01131', 0.0]
00029;[294, '01147', 0.0]
00029;[295, '01149', 0.0]
00029;[296, '01151', 0.0]
00029;[297, '01167', 0.0]
00029;[298, '01168', 0.0]
00029;[299, '01171', 0.0]
00029;[300, '01172', 0.0]
00029;[301, '01202', 0.0]
00029;[302, '01212', 0.0]
00029;[303, '01215', 0.0]
00029;[304, '01227', 0.0]
00029;[305, '01228', 0.0]
00029;[306, '00008', 0.0]
00029;[307, '00018', 0.0]
00029;[308, '00061', 0.0]
00029;[309, '00079', 0.0]
00029;[310, '00082', 0.0]
00029;[311, '00123', 0.0]
00029;[312, '00152', 0.0]
00029;[313, '00159', 0.0]
00029;[314, '00160', 0.0]
00029;[315, '00176', 0.0]
00029;[316, '00177', 0.0]
00029;[317, '00178', 0.0]
00029;[318, '00188', 0.0]
00029;[319, '00200', 0.0]
00029;[320, '00265', 0.0]
00029;[321, '00271', 0.0]
00029;[322, '00282', 0.0]
00029;[323, '00384', 0.0]
00029;[324, '00394', 0.0]
00029;[325, '00427', 0.0]
00029;[326, '00447', 0.0]
00029;[327, '00458', 0.0]
00029;[328, '00459', 0.0]
00029;[329, '00460', 0.0]
00029;[330, '00469', 0.0]
00029;[331, '00479', 0.0]
00029;[332, '00556', 0.0]
00029;[333, '00590', 0.0]
00029;[334, '00696', 0.0]
00029;[335, '00778', 0.0]
00029;[336, '00802', 0.0]
00029;[337, '00842', 0.0]
00029;[338, '00884', 0.0]
00029;[339, '00905', 0.0]
00029;[340, '00913', 0.0]
00029;[341, '00987', 0.0]
00029;[342, '01000', 0.0]
00029;[343, '01010', 0.0]
00029;[344, '01065', 0.0]
00029;[345, '01071', 0.0]
00029;[346, '01077', 0.0]
00029;[347, '01086', 0.0]
00029;[348, '01090', 0.0]
00029;[349, '01112', 0.0]
00029;[350, '01180', 0.0]
00029;[351, '01203', 0.0]
00029;[352, '00110', 0.0]
00029;[353, '00148', 0.0]
00029;[354, '00250', 0.0]
00029;[355, '00451', 0.0]
00029;[356, '00589', 0.0]
00029;[357, '00591', 0.0]
00029;[358, '00917', 0.0]
00029;[359, '00922', 0.0]
00029;[360, '00945', 0.0]
00029;[361, '00983', 0.0]
00029;[362, '00989', 0.0]
00029;[363, '01173', 0.0]
00029;[364, '00016', 0.0]
00029;[365, '00048', 0.0]
00029;[366, '00057', 0.0]
00029;[367, '00058', 0.0]
00029;[368, '00111', 0.0]
00029;[369, '00187', 0.0]
00029;[370, '00202', 0.0]
00029;[371, '00213', 0.0]
00029;[372, '00247', 0.0]
00029;[373, '00270', 0.0]
00029;[374, '00326', 0.0]
00029;[375, '00331', 0.0]
00029;[376, '00347', 0.0]
00029;[377, '00377', 0.0]
00029;[378, '00438', 0.0]
00029;[379, '00452', 0.0]
00029;[380, '00457', 0.0]
00029;[381, '00487', 0.0]
00029;[382, '00499', 0.0]
00029;[383, '00510', 0.0]
00029;[384, '00517', 0.0]
00029;[385, '00609', 0.0]
00029;[386, '00618', 0.0]
00029;[387, '00745', 0.0]
00029;[388, '00754', 0.0]
00029;[389, '00761', 0.0]
00029;[390, '00767', 0.0]
00029;[391, '00769', 0.0]
00029;[392, '00776', 0.0]
00029;[393, '00805', 0.0]
00029;[394, '00887', 0.0]
00029;[395, '00903', 0.0]
00029;[396, '01095', 0.0]
00029;[397, '01102', 0.0]
00029;[398, '01144', 0.0]
00029;[399, '01169', 0.0]
00029;[400, '01170', 0.0]
00029;[401, '00011', 0.0]
00029;[402, '00015', 0.0]
00029;[403, '00017', 0.0]
00029;[404, '00025', 0.0]
00029;[405, '00037', 0.0]
00029;[406, '00056', 0.0]
00029;[407, '00099', 0.0]
00029;[408, '00118', 0.0]
00029;[409, '00206', 0.0]
00029;[410, '00212', 0.0]
00029;[411, '00219', 0.0]
00029;[412, '00243', 0.0]
00029;[413, '00307', 0.0]
00029;[414, '00403', 0.0]
00029;[415, '00439', 0.0]
00029;[416, '00473', 0.0]
00029;[417, '00552', 0.0]
00029;[418, '00571', 0.0]
00029;[419, '00606', 0.0]
00029;[420, '00614', 0.0]
00029;[421, '00627', 0.0]
00029;[422, '00726', 0.0]
00029;[423, '00731', 0.0]
00029;[424, '00733', 0.0]
00029;[425, '00736', 0.0]
00029;[426, '00787', 0.0]
00029;[427, '00820', 0.0]
00029;[428, '00822', 0.0]
00029;[429, '00879', 0.0]
00029;[430, '00914', 0.0]
00029;[431, '00969', 0.0]
00029;[432, '01019', 0.0]
00029;[433, '01039', 0.0]
00029;[434, '01067', 0.0]
00029;[435, '01073', 0.0]
00029;[436, '01079', 0.0]
00029;[437, '01080', 0.0]
00029;[438, '01216', 0.0]
00029;[439, '01234', 0.0]
00029;[440, '00031', 0.0]
00029;[441, '00497', 0.0]
00029;[442, '00872', 0.0]
00029;[443, '00002', 0.0]
00029;[444, '00003', 0.0]
00029;[445, '00004', 0.0]
00029;[446, '00009', 0.0]
00029;[447, '00010', 0.0]
00029;[448, '00012', 0.0]
00029;[449, '00014', 0.0]
00029;[450, '00020', 0.0]
00029;[451, '00021', 0.0]
00029;[452, '00023', 0.0]
00029;[453, '00026', 0.0]
00029;[454, '00027', 0.0]
00029;[455, '00028', 0.0]
00029;[456, '00029', 0.0]
00029;[457, '00034', 0.0]
00029;[458, '00038', 0.0]
00029;[459, '00039', 0.0]
00029;[460, '00040', 0.0]
00029;[461, '00041', 0.0]
00029;[462, '00043', 0.0]
00029;[463, '00044', 0.0]
00029;[464, '00045', 0.0]
00029;[465, '00049', 0.0]
00029;[466, '00050', 0.0]
00029;[467, '00051', 0.0]
00029;[468, '00053', 0.0]
00029;[469, '00059', 0.0]
00029;[470, '00063', 0.0]
00029;[471, '00064', 0.0]
00029;[472, '00066', 0.0]
00029;[473, '00069', 0.0]
00029;[474, '00070', 0.0]
00029;[475, '00071', 0.0]
00029;[476, '00072', 0.0]
00029;[477, '00073', 0.0]
00029;[478, '00075', 0.0]
00029;[479, '00076', 0.0]
00029;[480, '00077', 0.0]
00029;[481, '00083', 0.0]
00029;[482, '00085', 0.0]
00029;[483, '00089', 0.0]
00029;[484, '00090', 0.0]
00029;[485, '00091', 0.0]
00029;[486, '00093', 0.0]
00029;[487, '00094', 0.0]
00029;[488, '00095', 0.0]
00029;[489, '00096', 0.0]
00029;[490, '00097', 0.0]
00029;[491, '00100', 0.0]
00029;[492, '00101', 0.0]
00029;[493, '00103', 0.0]
00029;[494, '00105', 0.0]
00029;[495, '00108', 0.0]
00029;[496, '00109', 0.0]
00029;[497, '00112', 0.0]
00029;[498, '00113', 0.0]
00029;[499, '00115', 0.0]
00029;[500, '00116', 0.0]
00029;[501, '00119', 0.0]
00029;[502, '00122', 0.0]
00029;[503, '00125', 0.0]
00029;[504, '00126', 0.0]
00029;[505, '00129', 0.0]
00029;[506, '00130', 0.0]
00029;[507, '00138', 0.0]
00029;[508, '00139', 0.0]
00029;[509, '00140', 0.0]
00029;[510, '00143', 0.0]
00029;[511, '00144', 0.0]
00029;[512, '00146', 0.0]
00029;[513, '00150', 0.0]
00029;[514, '00153', 0.0]
00029;[515, '00155', 0.0]
00029;[516, '00158', 0.0]
00029;[517, '00163', 0.0]
00029;[518, '00164', 0.0]
00029;[519, '00165', 0.0]
00029;[520, '00166', 0.0]
00029;[521, '00167', 0.0]
00029;[522, '00170', 0.0]
00029;[523, '00172', 0.0]
00029;[524, '00173', 0.0]
00029;[525, '00174', 0.0]
00029;[526, '00175', 0.0]
00029;[527, '00182', 0.0]
00029;[528, '00183', 0.0]
00029;[529, '00184', 0.0]
00029;[530, '00186', 0.0]
00029;[531, '00189', 0.0]
00029;[532, '00191', 0.0]
00029;[533, '00192', 0.0]
00029;[534, '00193', 0.0]
00029;[535, '00194', 0.0]
00029;[536, '00195', 0.0]
00029;[537, '00196', 0.0]
00029;[538, '00197', 0.0]
00029;[539, '00198', 0.0]
00029;[540, '00199', 0.0]
00029;[541, '00201', 0.0]
00029;[542, '00207', 0.0]
00029;[543, '00208', 0.0]
00029;[544, '00209', 0.0]
00029;[545, '00210', 0.0]
00029;[546, '00211', 0.0]
00029;[547, '00214', 0.0]
00029;[548, '00216', 0.0]
00029;[549, '00220', 0.0]
00029;[550, '00222', 0.0]
00029;[551, '00225', 0.0]
00029;[552, '00226', 0.0]
00029;[553, '00227', 0.0]
00029;[554, '00228', 0.0]
00029;[555, '00229', 0.0]
00029;[556, '00233', 0.0]
00029;[557, '00234', 0.0]
00029;[558, '00235', 0.0]
00029;[559, '00236', 0.0]
00029;[560, '00237', 0.0]
00029;[561, '00239', 0.0]
00029;[562, '00245', 0.0]
00029;[563, '00246', 0.0]
00029;[564, '00248', 0.0]
00029;[565, '00249', 0.0]
00029;[566, '00252', 0.0]
00029;[567, '00254', 0.0]
00029;[568, '00255', 0.0]
00029;[569, '00256', 0.0]
00029;[570, '00261', 0.0]
00029;[571, '00264', 0.0]
00029;[572, '00266', 0.0]
00029;[573, '00273', 0.0]
00029;[574, '00274', 0.0]
00029;[575, '00275', 0.0]
00029;[576, '00276', 0.0]
00029;[577, '00277', 0.0]
00029;[578, '00280', 0.0]
00029;[579, '00281', 0.0]
00029;[580, '00283', 0.0]
00029;[581, '00285', 0.0]
00029;[582, '00290', 0.0]
00029;[583, '00291', 0.0]
00029;[584, '00292', 0.0]
00029;[585, '00293', 0.0]
00029;[586, '00294', 0.0]
00029;[587, '00295', 0.0]
00029;[588, '00299', 0.0]
00029;[589, '00301', 0.0]
00029;[590, '00302', 0.0]
00029;[591, '00304', 0.0]
00029;[592, '00305', 0.0]
00029;[593, '00308', 0.0]
00029;[594, '00311', 0.0]
00029;[595, '00312', 0.0]
00029;[596, '00314', 0.0]
00029;[597, '00315', 0.0]
00029;[598, '00318', 0.0]
00029;[599, '00319', 0.0]
00029;[600, '00320', 0.0]
00029;[601, '00321', 0.0]
00029;[602, '00324', 0.0]
00029;[603, '00327', 0.0]
00029;[604, '00328', 0.0]
00029;[605, '00332', 0.0]
00029;[606, '00335', 0.0]
00029;[607, '00336', 0.0]
00029;[608, '00337', 0.0]
00029;[609, '00338', 0.0]
00029;[610, '00339', 0.0]
00029;[611, '00340', 0.0]
00029;[612, '00341', 0.0]
00029;[613, '00342', 0.0]
00029;[614, '00343', 0.0]
00029;[615, '00344', 0.0]
00029;[616, '00350', 0.0]
00029;[617, '00354', 0.0]
00029;[618, '00359', 0.0]
00029;[619, '00361', 0.0]
00029;[620, '00363', 0.0]
00029;[621, '00364', 0.0]
00029;[622, '00365', 0.0]
00029;[623, '00367', 0.0]
00029;[624, '00368', 0.0]
00029;[625, '00369', 0.0]
00029;[626, '00371', 0.0]
00029;[627, '00374', 0.0]
00029;[628, '00376', 0.0]
00029;[629, '00379', 0.0]
00029;[630, '00380', 0.0]
00029;[631, '00381', 0.0]
00029;[632, '00382', 0.0]
00029;[633, '00383', 0.0]
00029;[634, '00385', 0.0]
00029;[635, '00387', 0.0]
00029;[636, '00388', 0.0]
00029;[637, '00390', 0.0]
00029;[638, '00391', 0.0]
00029;[639, '00393', 0.0]
00029;[640, '00395', 0.0]
00029;[641, '00396', 0.0]
00029;[642, '00397', 0.0]
00029;[643, '00402', 0.0]
00029;[644, '00404', 0.0]
00029;[645, '00407', 0.0]
00029;[646, '00408', 0.0]
00029;[647, '00409', 0.0]
00029;[648, '00413', 0.0]
00029;[649, '00414', 0.0]
00029;[650, '00415', 0.0]
00029;[651, '00416', 0.0]
00029;[652, '00418', 0.0]
00029;[653, '00419', 0.0]
00029;[654, '00420', 0.0]
00029;[655, '00424', 0.0]
00029;[656, '00425', 0.0]
00029;[657, '00430', 0.0]
00029;[658, '00431', 0.0]
00029;[659, '00433', 0.0]
00029;[660, '00434', 0.0]
00029;[661, '00435', 0.0]
00029;[662, '00437', 0.0]
00029;[663, '00441', 0.0]
00029;[664, '00443', 0.0]
00029;[665, '00444', 0.0]
00029;[666, '00445', 0.0]
00029;[667, '00446', 0.0]
00029;[668, '00448', 0.0]
00029;[669, '00453', 0.0]
00029;[670, '00456', 0.0]
00029;[671, '00461', 0.0]
00029;[672, '00464', 0.0]
00029;[673, '00465', 0.0]
00029;[674, '00466', 0.0]
00029;[675, '00467', 0.0]
00029;[676, '00470', 0.0]
00029;[677, '00472', 0.0]
00029;[678, '00475', 0.0]
00029;[679, '00478', 0.0]
00029;[680, '00480', 0.0]
00029;[681, '00481', 0.0]
00029;[682, '00482', 0.0]
00029;[683, '00483', 0.0]
00029;[684, '00485', 0.0]
00029;[685, '00486', 0.0]
00029;[686, '00488', 0.0]
00029;[687, '00489', 0.0]
00029;[688, '00490', 0.0]
00029;[689, '00491', 0.0]
00029;[690, '00492', 0.0]
00029;[691, '00494', 0.0]
00029;[692, '00495', 0.0]
00029;[693, '00500', 0.0]
00029;[694, '00501', 0.0]
00029;[695, '00502', 0.0]
00029;[696, '00503', 0.0]
00029;[697, '00504', 0.0]
00029;[698, '00506', 0.0]
00029;[699, '00507', 0.0]
00029;[700, '00508', 0.0]
00029;[701, '00509', 0.0]
00029;[702, '00513', 0.0]
00029;[703, '00514', 0.0]
00029;[704, '00518', 0.0]
00029;[705, '00520', 0.0]
00029;[706, '00521', 0.0]
00029;[707, '00522', 0.0]
00029;[708, '00524', 0.0]
